MONTHS_AS_CUSTOMER,AGE,POLICY_STATE,POLICY_CSL,POLICY_DEDUCTIBLE,POLICY_ANNUAL_PREMIUM,UMBRELLA_LIMIT,INSURED_SEX,INSURED_EDUCATION_LEVEL,INSURED_OCCUPATION,INSURED_RELATIONSHIP,POLICY_TENURE_MONTHS,POLICY_BIND_YEAR,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES_CONTACTED,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,NUMBER_OF_VEHICLES_INVOLVED,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT_AVAILABLE,CAPITAL_GAINS,CAPITAL_LOSS,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,CLAIM_TO_PREMIUM_RATIO,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,VEHICLE_AGE,INCIDENT_YEAR,INCIDENT_MONTH,SEVERITY_SCORE,FRAUD_FLAG
475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,own-child,239,1995,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,,0,2,NO,67400,-83200,78000,6500,13000,58500,64.12,Suburu,Forrestor,2000,15,2015,1,1,0
77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,own-child,190,1999,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,,56400,-32800,67200,6720,6720,53760,69.55,Volkswagen,Passat,1995,20,2015,2,1,0
256,43,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,unmarried,2,2014,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,11,1,NO,0,0,,56700,-65600,63250,11500,5750,46000,52.57,Nissan,Ultima,1997,18,2015,2,4,0
229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,not-in-family,211,1997,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,65600,0,68760,11460,5730,51570,56.73,Ford,Fusion,1995,20,2015,1,3,0
110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,other-relative,18,2013,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,20,3,YES,0,2,,30400,0,65040,10840,10840,43360,41.32,Suburu,Impreza,2010,5,2015,1,1,0
177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,wife,145,2002,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,22,1,,1,3,,0,-13200,82800,20700,13800,48300,51.44,Jeep,Grand Cherokee,2004,11,2015,1,3,1
292,44,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,unmarried,216,1997,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,12,1,NO,1,0,YES,0,0,61700,6170,6170,49360,56.22,Saab,93,2005,10,2015,2,4,0
451,61,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,unmarried,200,1998,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,3,3,YES,2,1,YES,0,-42600,78100,15620,7810,54670,48.25,Chevrolet,Tahoe,1997,18,2015,2,3,1
61,24,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,other-relative,227,1996,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,15,3,YES,2,1,,47400,0,65520,9360,9360,46800,71.01,Toyota,Highlander,2011,4,2015,1,3,1
150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,own-child,123,2004,Parked Car,,Trivial Damage,None,VA,Arlington,8,1,YES,0,2,NO,0,0,4500,450,450,3600,3.35,Saab,93,1999,16,2015,2,2,0
283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,own-child,27,2012,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,,60700,-54300,42700,0,6100,36600,35.73,Mercedes,ML350,2011,4,2015,1,3,1
291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,own-child,105,2006,Parked Car,,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,0,-55300,5580,620,620,4340,5.61,Volkswagen,Passat,2005,10,2015,1,1,1
162,31,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,wife,108,2006,Parked Car,,Minor Damage,None,NC,Arlington,7,1,,0,0,NO,30700,0,3600,360,720,2520,3.43,BMW,X5,2013,2,2015,2,1,1
154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,own-child,134,2003,Vehicle Theft,,Trivial Damage,None,SC,Northbrook,9,1,,2,0,,68500,0,2800,280,280,2240,2.13,Volkswagen,Passat,2015,0,2015,2,2,0
289,47,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,own-child,186,1999,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,15,1,NO,1,0,YES,73000,-37900,54000,6000,6000,42000,48.99,Toyota,Highlander,1996,19,2015,1,1,0
10,19,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,wife,6,2014,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,5,1,,0,2,,0,-60700,48950,4450,8900,35600,41.28,Accura,TL,2011,4,2015,2,1,1
309,47,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,other-relative,44,2011,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,15,4,YES,0,1,,69400,0,77800,15560,15560,46680,50.92,Dodge,RAM,2002,13,2015,2,3,0
396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,other-relative,267,1992,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,22,3,YES,2,1,NO,0,-22400,52560,11680,5840,35040,38.47,Saab,93,1995,20,2015,1,3,0
273,41,OH,500/1000,1000,1403.90,0,FEMALE,PhD,farming-fishing,own-child,59,2010,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,,1,2,YES,0,0,44110,4010,8020,32080,31.42,Honda,Accord,2015,0,2015,1,4,0
129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,husband,92,2007,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,,51500,0,74360,13520,6760,54080,80.20,Suburu,Forrestor,2009,6,2015,1,4,0
140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,wife,213,1997,Parked Car,,Minor Damage,None,WV,Arlington,2,1,YES,1,2,,59000,0,6120,680,680,4760,3.94,Honda,Civic,2002,13,2015,2,1,1
419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,unmarried,205,1998,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,,0,0,YES,45700,0,62280,5190,10380,46710,84.61,Suburu,Forrestor,2012,3,2015,2,1,0
315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,other-relative,261,1993,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,,1,0,YES,0,-56800,26730,4860,4860,17010,27.44,Volkswagen,Jetta,2006,9,2015,2,4,0
72,29,OH,500/1000,500,973.80,0,FEMALE,Associate,craft-repair,own-child,245,1994,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,,1,0,NO,0,-85900,66200,6620,6620,52960,67.98,Dodge,Neon,2013,2,2015,1,3,0
32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,not-in-family,3,2014,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,,1,2,,0,-79800,45500,9100,4550,31850,36.10,Toyota,Corolla,2009,6,2015,2,4,0
230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,own-child,278,1991,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,,2,0,,0,0,53040,4420,4420,44200,36.23,Audi,A3,2006,9,2015,2,1,0
157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,other-relative,63,2009,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,,1,2,NO,0,-54100,50800,10160,5080,35560,82.32,Mercedes,E400,2013,2,2015,1,3,1
265,41,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,own-child,208,1997,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,,1,3,,81800,0,44200,4420,4420,35360,25.63,Audi,A5,2014,1,2015,1,4,0
47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,other-relative,133,2003,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,,64800,-24300,62920,11440,5720,45760,54.18,Chevrolet,Malibu,2012,3,2015,1,1,0
113,29,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,not-in-family,84,2008,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,,0,2,YES,36100,-42300,49950,5550,5550,38850,45.75,Nissan,Ultima,2004,11,2015,1,1,1
289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,unmarried,129,2004,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,0,0,56430,6270,6270,43890,46.67,BMW,3 Series,1995,20,2015,2,1,1
254,41,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,own-child,13,2013,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,NO,2,2,YES,0,0,100210,18220,18220,63770,80.75,Audi,A5,2014,1,2015,1,1,0
115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,wife,174,2000,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,46400,0,49140,5460,5460,38220,27.96,Ford,F150,2007,8,2015,2,1,0
236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,not-in-family,268,1992,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,,0,-62500,66840,16710,5570,44560,83.32,Mercedes,E400,2014,1,2015,2,3,0
7,21,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,wife,279,1991,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,21,1,,1,2,,0,-45300,62460,6940,6940,48580,46.52,Honda,Accord,2003,12,2015,2,4,0
208,36,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,wife,232,1995,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,YES,0,1,,0,0,62810,11420,11420,39970,51.93,Nissan,Ultima,1999,16,2015,2,4,0
126,33,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,own-child,87,2007,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,YES,1,2,,36700,-73400,54160,6770,6770,40620,47.44,Suburu,Legacy,2009,6,2015,1,3,0
48,35,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,unmarried,80,2008,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,1,1,YES,0,2,NO,0,-51000,48400,9680,4840,33880,44.40,Saab,92x,2005,10,2015,1,3,0
297,48,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,other-relative,67,2009,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,17,3,,0,0,NO,54900,-36700,51480,5720,5720,40040,35.15,Toyota,Highlander,2013,2,2015,1,4,0
160,36,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,husband,32,2012,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5,3,NO,2,1,NO,0,-36600,51700,5170,10340,36190,46.22,Saab,95,2003,12,2015,1,4,0
406,58,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,own-child,135,2003,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,15,3,,1,2,,0,-42700,65520,10920,5460,49140,58.66,Volkswagen,Jetta,2009,6,2015,1,4,0
157,31,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,own-child,294,1990,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,2,4,NO,2,2,NO,40700,-41600,47700,4770,9540,33390,37.92,Accura,TL,2011,4,2015,2,3,1
146,31,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,not-in-family,208,1997,Vehicle Theft,,Minor Damage,None,SC,Northbend,3,1,YES,2,0,NO,61400,-57500,5220,580,580,4060,4.82,Accura,MDX,2015,0,2015,1,1,0
409,57,IN,100/300,1000,1191.80,6000000,MALE,High School,protective-serv,unmarried,234,1995,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,19,1,NO,1,0,,55600,0,73320,6110,12220,54990,61.52,Ford,Fusion,2012,3,2015,1,3,0
252,46,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,wife,113,2005,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,YES,0,2,YES,0,-28800,74900,14980,7490,52430,60.30,Jeep,Grand Cherokee,2003,12,2015,2,1,0
6,27,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,unmarried,270,1992,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,7,1,,0,1,YES,0,-47400,3190,580,290,2320,2.97,Saab,95,2015,0,2015,2,2,0
103,33,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,own-child,264,1993,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,1,NO,1,0,YES,0,0,76920,12820,6410,57690,79.31,Chevrolet,Malibu,2002,13,2015,1,1,0
369,53,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,not-in-family,237,1995,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,10,2,YES,1,3,NO,0,0,77990,7090,14180,56720,53.42,Jeep,Wrangler,2012,3,2015,2,4,0
261,46,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,own-child,269,1992,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,11,1,YES,1,0,,0,0,59670,9180,9180,41310,47.90,Ford,Escape,2008,7,2015,2,4,0
159,33,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,husband,91,2007,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,23,3,YES,2,0,NO,69200,-36900,44880,8160,4080,32640,30.68,Mercedes,C300,2004,11,2015,2,3,1
344,51,IN,100/300,2000,1398.46,0,MALE,Associate,sales,other-relative,274,1992,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,14,1,,0,2,NO,0,0,82830,7530,15060,60240,59.23,Audi,A5,2004,11,2015,2,1,0
437,60,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,unmarried,205,1998,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,NO,1,3,NO,48800,0,84480,7680,15360,61440,66.54,Chevrolet,Silverado,2012,3,2015,2,1,1
65,30,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,wife,65,2009,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6,3,,2,3,NO,0,-66300,79800,15960,7980,55860,54.82,Honda,Civic,1999,16,2015,2,4,0
280,41,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,husband,242,1994,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,10,3,,0,3,YES,29300,-64700,53020,9640,9640,33740,46.50,Toyota,Corolla,1999,16,2015,2,1,0
269,45,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,wife,221,1996,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,5,3,,0,0,NO,54800,-64100,24200,2200,4400,17600,18.19,Suburu,Forrestor,2008,7,2015,1,4,0
275,40,OH,250/500,2000,1190.60,0,MALE,Masters,exec-managerial,unmarried,278,1991,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,17,1,,1,3,YES,0,-45300,43230,7860,7860,27510,36.31,Chevrolet,Silverado,2001,14,2015,1,1,0
265,45,OH,250/500,500,972.50,0,FEMALE,College,exec-managerial,unmarried,195,1998,Vehicle Theft,,Trivial Damage,None,NC,Springfield,3,1,NO,2,3,NO,0,0,3190,290,580,2320,3.28,Ford,Escape,1995,20,2015,1,2,0
283,43,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,not-in-family,210,1997,Parked Car,,Minor Damage,None,WV,Northbrook,9,1,,0,3,NO,0,-50400,5850,1300,650,3900,5.03,BMW,M5,2006,9,2015,1,1,0
84,29,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,not-in-family,142,2003,Parked Car,,Trivial Damage,Police,SC,Arlington,6,1,YES,2,0,YES,0,-29900,6820,620,1240,4960,6.10,BMW,3 Series,2005,10,2015,2,2,0
247,44,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,not-in-family,276,1992,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,22,3,NO,2,2,NO,64000,0,69480,11580,11580,46320,63.08,Chevrolet,Tahoe,2008,7,2015,2,1,0
56,29,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,own-child,104,2006,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,10,3,,1,2,YES,0,0,94560,7880,15760,70920,62.08,Jeep,Grand Cherokee,1995,20,2015,2,3,0
210,39,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,unmarried,211,1997,Vehicle Theft,,Minor Damage,None,NC,Riverwood,4,1,YES,1,2,,0,0,7800,780,780,6240,7.92,Dodge,RAM,1997,18,2015,1,1,0
108,32,OH,500/1000,2000,1257.00,4000000,FEMALE,High School,machine-op-inspct,unmarried,100,2006,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,23,1,NO,1,3,NO,63900,-43700,61270,5570,11140,44560,48.74,Suburu,Legacy,1999,16,2015,1,4,0
328,49,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,wife,160,2001,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,19,1,,0,2,YES,0,0,71440,8930,8930,53580,49.80,Mercedes,ML350,2005,10,2015,2,4,0
186,37,OH,250/500,2000,1628.00,0,FEMALE,JD,priv-house-serv,unmarried,71,2009,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,22,1,YES,1,2,YES,0,0,55600,11120,5560,38920,34.15,Jeep,Grand Cherokee,2009,6,2015,1,4,0
277,44,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,unmarried,164,2001,Vehicle Theft,,Trivial Damage,Police,NC,Riverwood,6,1,NO,1,3,NO,0,0,5000,1000,500,3500,3.54,Jeep,Wrangler,2005,10,2015,2,2,0
138,33,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,own-child,217,1997,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6,1,NO,2,0,,56900,-56900,95810,14740,14740,66330,70.30,BMW,X5,2007,8,2015,2,1,0
208,41,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,husband,7,2014,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,18,1,NO,2,2,,0,0,69300,6930,13860,48510,61.07,Volkswagen,Jetta,1996,19,2015,1,3,0
147,37,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,other-relative,267,1992,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,22,1,,1,0,NO,0,0,81120,13520,20280,47320,62.08,Toyota,Camry,1995,20,2015,1,4,0
8,21,IN,500/1000,500,1021.90,0,MALE,High School,handlers-cleaners,husband,28,2012,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,21,1,,0,0,,0,0,91260,14040,14040,63180,89.30,Toyota,Corolla,2012,3,2015,2,3,0
297,48,IN,100/300,1000,1538.60,0,FEMALE,MD,other-service,wife,263,1993,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,12,1,,0,0,,0,-54700,60600,6060,12120,42420,39.39,Ford,Fusion,2004,11,2015,1,1,0
150,31,IN,500/1000,1000,1354.50,0,MALE,Masters,machine-op-inspct,husband,244,1994,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6,3,,0,3,YES,52800,0,64800,6480,12960,45360,47.84,Suburu,Forrestor,2000,15,2015,1,3,1
4,34,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,other-relative,141,2003,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,0,4,,0,0,,0,0,66880,6080,12160,48640,52.13,Chevrolet,Silverado,1996,19,2015,2,3,1
210,35,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,not-in-family,277,1991,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,11,1,NO,0,2,,44900,-91400,58200,5820,5820,46560,43.23,BMW,X5,2013,2,2015,1,4,0
91,31,IN,100/300,1000,1338.40,4000000,FEMALE,High School,priv-house-serv,own-child,185,1999,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,19,1,,1,0,NO,63600,0,60570,6730,6730,47110,45.26,Nissan,Maxima,2011,4,2015,2,1,0
167,36,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,other-relative,251,1994,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,22,3,,0,0,NO,0,-38400,69680,8710,8710,52260,73.39,Mercedes,ML350,2008,7,2015,1,3,1
467,58,IN,500/1000,2000,977.40,0,MALE,Masters,transport-moving,own-child,144,2003,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,2,1,YES,2,3,NO,82200,0,55700,5570,11140,38990,56.99,Nissan,Maxima,2014,1,2015,1,4,0
264,47,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,other-relative,119,2005,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,16,4,YES,1,2,YES,0,-67400,62370,5670,5670,51030,52.79,Dodge,Neon,2001,14,2015,2,4,0
270,45,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,not-in-family,138,2003,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,23,3,,0,0,YES,83200,-53300,54340,9880,0,44460,45.76,Saab,92x,2005,10,2015,2,4,0
310,48,OH,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,other-relative,151,2002,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,21,1,YES,1,0,NO,0,0,55170,6130,6130,42910,65.28,Audi,A5,2005,10,2015,2,3,1
143,34,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,wife,11,2014,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,10,1,,2,3,YES,67900,0,58500,11700,5850,40950,40.56,Dodge,RAM,1999,16,2015,2,1,0
146,32,OH,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,own-child,254,1993,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,12,1,,0,3,,0,0,59940,6660,6660,46620,46.96,Honda,CRV,1995,20,2015,2,3,0
102,28,OH,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,wife,186,1999,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,6,1,NO,1,0,NO,55200,0,73400,7340,7340,58720,68.25,Dodge,Neon,1996,19,2015,2,4,0
61,23,IL,100/300,500,1111.72,0,MALE,JD,exec-managerial,other-relative,95,2007,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,6,1,,1,2,,54600,0,41850,4650,4650,32550,37.64,Suburu,Legacy,1997,18,2015,2,3,0
255,44,OH,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,not-in-family,133,2004,Parked Car,,Trivial Damage,Police,NC,Hillsdale,7,1,,2,2,NO,68500,0,6400,640,1280,4480,7.85,Mercedes,ML350,2005,10,2015,2,2,1
211,40,IL,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,own-child,285,1991,Vehicle Theft,,Trivial Damage,Police,WV,Northbrook,3,1,NO,1,1,NO,0,0,3190,580,290,2320,2.02,Audi,A5,2004,11,2015,1,2,0
61,29,IN,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,unmarried,238,1995,Parked Car,,Trivial Damage,None,VA,Hillsdale,10,1,YES,2,1,YES,0,-66000,5900,590,590,4720,5.29,Nissan,Pathfinder,2010,5,2015,1,2,0
108,31,IN,500/1000,2000,1175.70,0,MALE,Masters,protective-serv,not-in-family,110,2005,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,14,1,NO,0,2,NO,0,0,57330,6370,6370,44590,48.76,Dodge,Neon,2006,9,2015,2,4,0
303,50,OH,100/300,500,793.15,0,MALE,MD,tech-support,own-child,157,2001,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,17,3,NO,0,3,NO,54600,-45500,81960,13660,13660,54640,103.33,Dodge,Neon,2008,7,2015,1,4,0
152,33,IN,250/500,500,942.51,0,FEMALE,PhD,transport-moving,wife,182,1999,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,16,1,YES,0,0,,0,0,70400,6400,19200,44800,74.69,Suburu,Legacy,2001,14,2015,1,3,1
120,34,IN,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,not-in-family,159,2001,Parked Car,,Minor Damage,None,VA,Columbus,3,1,NO,2,1,,77900,0,3770,580,580,2610,3.57,Jeep,Grand Cherokee,2002,13,2015,1,1,0
144,36,IN,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,other-relative,256,1993,Parked Car,,Minor Damage,None,NC,Arlington,7,1,NO,0,0,,23600,-15600,7400,740,1480,5180,5.89,Dodge,Neon,2014,1,2015,2,1,0
414,52,IN,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,unmarried,143,2003,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,13,1,YES,1,1,,44000,-71000,54810,6090,6090,42630,41.05,Chevrolet,Silverado,1999,16,2015,1,4,1
163,37,IN,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,own-child,130,2004,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,20,1,YES,2,3,YES,0,-67300,49400,4940,9880,34580,41.90,Jeep,Wrangler,2005,10,2015,1,4,0
352,53,IL,250/500,500,1793.16,0,MALE,Associate,tech-support,wife,18,2013,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,23,1,YES,2,2,NO,0,0,68750,12500,6250,50000,38.34,Chevrolet,Malibu,2009,6,2015,1,1,0
27,32,OH,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,other-relative,6,2014,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,11,1,NO,1,0,,37900,0,61500,12300,6150,43050,60.99,Dodge,Neon,2013,2,2015,2,4,0
239,39,IL,100/300,500,1396.83,0,FEMALE,Masters,other-service,husband,295,1990,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,0,4,,0,3,NO,0,0,76890,6990,13980,55920,55.05,BMW,X6,2007,8,2015,1,3,0
